community,,start,end
10_1,0,15725000.0,28795000.0
10_2,0,26805000.0,39900000.0
10_2,1,39900000.0,43770000.0
10_3,0,42075000.0,50765000.0
10_4,0,50625000.0,69080000.0
10_5,0,67925000.0,75875000.0
10_6,0,74540000.0,87510000.0
10_7,0,86325000.0,93160000.0
10_8,0,91940000.0,104940000.0
10_9,0,104045000.0,117380000.0
