community,,start,end
17_10,0,38840000.0,45305000.0
17_11,0,46525000.0,51550000.0
17_13,0,50230000.0,56540000.0
17_14,0,56185000.0,60505000.0
17_16,0,59805000.0,65565000.0
17_17,0,64445000.0,67905000.0
17_18,0,67070000.0,74760000.0
17_3,0,9095000.0,16390000.0
17_3,1,19785000.0,27370000.0
17_4,0,15275000.0,22425000.0
17_7,0,26100000.0,32605000.0
17_9,0,31605000.0,36165000.0
