community,,start,end
14_1,0,20230000.0,25080000.0
14_10,0,77480000.0,88710000.0
14_11,0,88065000.0,92885000.0
14_12,0,94360000.0,105530000.0
14_2,0,18235000.0,20825000.0
14_2,1,24050000.0,30680000.0
14_3,0,30395000.0,37290000.0
14_4,0,36210000.0,45500000.0
14_5,0,45040000.0,49760000.0
14_6,0,49075000.0,58480000.0
14_7,0,58235000.0,65085000.0
14_8,0,64150000.0,67740000.0
14_9,0,66770000.0,78025000.0
